jurisdiction,vertical,regulator,statute_citation,admin_code_citation,admin_code_title,admin_code_url,verification_status,retrieval_date,source_urls,notes
South Dakota,Commercial casino,South Dakota Commission on Gaming,S.D. Codified Laws ch. 42-7B,Administrative Rules of South Dakota Article 20:18 (Gaming Commission - Deadwood Gambling),Administrative Rules of South Dakota Title 20 - Public Safety; Article 20:18 Gaming Commission - Deadwood Gambling,https://sdlegislature.gov/Rules/Administrative/20:18,verified,2026-05-23,https://sdlegislature.gov/Rules/Administrative/20:18;https://sdlegislature.gov/api/Rules/Rule/20:18:01.html?all=true,Deadwood limited-stakes casino gaming is ARSD Article 20:18 (Gaming Commission - Deadwood Gambling) under Title 20 Public Safety. Verified chapter 20:18:01 General Provisions on official sdlegislature.gov.
South Dakota,Horse/parimutuel racing,South Dakota Commission on Gaming,S.D. Codified Laws ch. 42-7,Administrative Rules of South Dakota Article 20:04 (pari-mutuel racing chapters - e.g. 20:04:31; 20:04:33),Administrative Rules of South Dakota Title 20 - Public Safety; Article 20:04 (Commission on Gaming - racing),https://sdlegislature.gov/api/Rules/Rule/20:04:31:01.html,verified,2026-05-23,https://sdlegislature.gov/api/Rules/Rule/20:04:31:01.html;https://sdlegislature.gov/Rules/Administrative,Pari-mutuel horse racing rules of the Commission on Gaming are in ARSD Article 20:04 (e.g. ch. 20:04:31 Definitions citing SDCL 42-7-56; ch. 20:04:33). Verified rule 20:04:31:01 on official sdlegislature.gov.
South Dakota,Sports betting,South Dakota Commission on Gaming,"S.D. Codified Laws § 42-7B-1, § 42-7B-4 (sports wagering provisions)",Administrative Rules of South Dakota Article 20:18 (Gaming Commission - Deadwood Gambling; sports wagering provisions),Administrative Rules of South Dakota Title 20 - Public Safety; Article 20:18 Gaming Commission - Deadwood Gambling,https://sdlegislature.gov/Rules/Administrative/20:18,verified,2026-05-23,https://sdlegislature.gov/Rules/Administrative/20:18;https://sdlegislature.gov/api/Rules/Rule/20:18:01.html?all=true,"SD sports wagering (Deadwood) is administered by the Commission on Gaming within ARSD Article 20:18 (sports wagering services provider, sports wagering areas, advance deposit wagering provisions). Verified Article 20:18 on official sdlegislature.gov."
South Dakota,Charitable gaming,Local authorization; no central charitable gaming agency,S.D. Codified Laws ch. 22-25,,,,NOT FOUND - needs human review,2026-05-23,https://sdlegislature.gov/Statutes/22-25;https://sdsos.gov/general-information/executive-actions/raffle-requests/default.aspx,"SD charitable bingo/lotteries (SDCL ch. 22-25) are authorized and enforced at the municipal/county level (local option), with no central state charitable gaming agency and no promulgated administrative rules. No statewide admin-code citation exists."
Tennessee,Lottery,Tennessee Education Lottery Corporation,Tenn. Code Ann. § 4-51-101 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://law.justia.com/codes/tennessee/title-4/chapter-51/part-1/section-4-51-105/;https://www.tnlottery.com/,"The Tennessee Education Lottery Corporation is statutorily EXEMPT from the Uniform Administrative Procedures Act (Tenn. Code Ann. § 4-51-105) for its bylaws, regulations, policies and procedures; it does not promulgate rules in the official Rules of Tennessee. (Chapter 1640 belongs to the Student Assistance Corp scholarship program, not TELC's gaming rules.) No admin-code citation exists for the Lottery's operations."
Tennessee,Sports betting,Tennessee Sports Wagering Council,Tenn. Code Ann. § 4-49-101 et seq.,Rules of the Tennessee Sports Wagering Council Chapter 1350 (e.g. 1350-01 Sports Gaming License Standards),Official Compilation Rules of Tennessee Chapter 1350 - Tennessee Sports Wagering Council,https://publications.tnsosfiles.com/rules/1350/1350-01.20250630.pdf,verified,2026-05-23,https://publications.tnsosfiles.com/rules/1350/1350-01.20250630.pdf,"TN Sports Wagering Council rules are Chapter 1350 (lead's '1898' was incorrect). Verified 1350-01 Sports Gaming License Standards PDF (June 2025) on official publications.tnsosfiles.com (HTTP 200, real rule text)."
Tennessee,Charitable gaming,Tennessee Secretary of State - Division of Charitable Solicitations and Gaming,Tenn. Code Ann. § 3-17-101 et seq.,Rules of the Tennessee Department of State Chapter 1360-03 (1360-03-03 Procedures for Operating Charitable Gaming Events),Official Compilation Rules of Tennessee Chapter 1360 - Department of State; Subtitle 1360-03 Charitable Solicitations and Gaming,https://publications.tnsosfiles.com/rules/1360/1360-03/1360-03-03.20240407.pdf,verified,2026-05-23,https://publications.tnsosfiles.com/rules/1360/1360-03/1360-03-03.20240407.pdf,"Charitable gaming rules are Rules of the TN Dept. of State, Chapter 1360-03 (Charitable Solicitations and Gaming Division), specifically 1360-03-03 Procedures for Operating Charitable Gaming Events. Verified PDF (April 2024) on official publications.tnsosfiles.com (HTTP 200, real rule text)."
Alabama,Horse/parimutuel racing,"County Racing Commissions (Birmingham, Macon, Mobile, Greene, Jefferson)","Ala. Code Title 11, county-specific local acts",,,,NOT FOUND - needs human review,2026-05-23,https://admincode.legislature.state.al.us/;https://www.alabamaadministrativecode.state.al.us/,"Alabama horse/greyhound parimutuel racing is authorized only by county-specific local acts/constitutional amendments (Code of Alabama Title 45 Local Laws and Title 11 ch. 65) and is regulated by independent county racing commissions. No statewide Alabama Administrative Code agency implements these; the official Alabama Administrative Code (admincode.legislature.state.al.us / alabamaadministrativecode.state.al.us) contains no racing-commission chapter. Each county commission's rules, if any, are not published in a statewide official admin code online. Searched Alabama Administrative Code index, county local-act statutes, and racing-commission references."
Alabama,Charitable gaming,Sheriffs/police chiefs by county (per local amendments); AG enforcement,Ala. Const. amends. (local bingo amendments); Ala. Code §§ 13A-12-20 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://admincode.legislature.state.al.us/,"Alabama charitable bingo is authorized only by county-specific constitutional amendments and local acts (Code of Alabama Title 45 Local Laws, Article 15 Gambling); operation is permitted and policed at the county level by sheriffs/police chiefs, with no statewide regulator. No agency in the official Alabama Administrative Code implements charitable gaming. No separately published statewide administrative-rules layer exists online. Searched AL Administrative Code index and local-amendment bingo statutes."
Alabama,Lottery,N/A,NOT FOUND - needs human review,,,,N/A - not authorized,2026-05-23,,Alabama has no state lottery and no lottery statute or regulator; statute layer already flagged NOT FOUND. No administrative code exists to capture.
Alaska,Charitable gaming,"Alaska Department of Revenue, Tax Division - Charitable Gaming",Alaska Stat. § 05.15.010 et seq.,15 AAC 160,"Alaska Administrative Code, Title 15 (Revenue), Chapter 160 — Authorized Games of Chance and Skill",https://tax.alaska.gov/programs/programs/index.aspx?54160,verified,2026-05-23,https://tax.alaska.gov/programs/programs/index.aspx?54160;https://www.akleg.gov/basis/aac.asp,"Official DOR Tax Division Charitable Gaming program page states verbatim: ""Title 15 Chapter 160 of the Alaska Administrative Code (regulation) implements the Act,"" implementing AS 05.15. The AAC itself is published officially at akleg.gov (Title 15 = Revenue), but the akleg.gov viewer is JavaScript-driven without a stable direct chapter URL; the DOR .gov program page (verified HTTP 200) is the authoritative agency source citing 15 AAC 160."
Arizona,Lottery,Arizona State Lottery Commission,Ariz. Rev. Stat. § 5-501 et seq.,19 A.A.C. 3,"Arizona Administrative Code, Title 19 (Alcohol, Horse and Dog Racing, Lottery, and Gaming), Chapter 3 — Arizona State Lottery Commission",https://apps.azsos.gov/public_services/Title_19/19-03.pdf,verified,2026-05-23,https://apps.azsos.gov/public_services/Title_19/19-03.pdf,"Official AZ Secretary of State publishes the Arizona Administrative Code; Title 19 Ch. 3 is the Arizona State Lottery Commission. azsos.gov is behind a WAF that returns 403 to automated fetches, so the official PDF was confirmed via its archived copy (HTTP 200, real lottery regulation content with rules on scratch/jackpot games) retrieved from the live azsos.gov URL. Chapter mapping corroborated by AZ SOS Code TOC."
Arizona,Commercial casino,Arizona Department of Gaming,Ariz. Rev. Stat. § 5-601 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://gaming.az.gov/who-regulates-casinos-arizona;https://gaming.az.gov/tribal-gaming/gaming-compact-statutes,"Arizona has no commercial (non-tribal) casinos; all casino gaming is Class III tribal gaming conducted under the Arizona Tribal-State Gaming Compacts. By statute (A.R.S. § 5-601.02) the Dept. of Gaming, in carrying out its compact duties, is EXEMPT from the Title 41 ch. 6 rulemaking requirements, so there is no separately published Arizona Administrative Code chapter implementing commercial-casino gaming; it is governed by the compacts and statute. No admin-code layer to capture."
Arizona,Horse/parimutuel racing,Arizona Department of Gaming - Racing Division,Ariz. Rev. Stat. § 5-101 et seq.,19 A.A.C. 2,"Arizona Administrative Code, Title 19, Chapter 2 — Arizona Racing Commission",https://apps.azsos.gov/public_services/Title_19/19-02.pdf,verified,2026-05-23,https://apps.azsos.gov/public_services/Title_19/19-02.pdf;https://gaming.az.gov/arizona-administrative-code-title-19-chapter-2,"Title 19 Ch. 2 (Arizona Racing Commission) is the racing admin code; racing is now administered by the AZ Dept. of Gaming Racing Division. The AZ Dept. of Gaming itself hosts this chapter (gaming.az.gov/.../19-02). azsos.gov/az.gov sites return 403 to automated fetch (state WAF); the official azsos.gov PDF was confirmed via archived copy (HTTP 200, real racing-commission regulation content). Chapter mapping corroborated by gaming.az.gov page titled ""Arizona Administrative Code, Title 19, Chapter 2."""
Arizona,Sports betting,Arizona Department of Gaming,Ariz. Rev. Stat. § 5-1301 et seq.,19 A.A.C. 4 art. 1,"Arizona Administrative Code, Title 19, Chapter 4 (Department of Gaming), Article 1 — Event Wagering (R19-4-101 et seq.)",https://apps.azsos.gov/public_services/Title_19/19-04.pdf,verified,2026-05-23,https://apps.azsos.gov/public_services/Title_19/19-04.pdf;https://gaming.az.gov/sites/default/files/documents/files/Final%20Event%20Wagering_v1_1.pdf,"Sports betting (""event wagering"") rules are AAC Title 19 Ch. 4 Article 1 (R19-4-101 et seq.), AZ Dept. of Gaming. azsos.gov/az.gov return 403 to automated fetch (state WAF); the official azsos.gov Ch.4 PDF was confirmed via archived copy (HTTP 200, valid PDF). The AZ Dept. of Gaming also hosts the Event Wagering rule text on gaming.az.gov. Mapping corroborated by multiple official sources."
Arizona,Charitable gaming,Arizona Department of Revenue - Bingo Section,Ariz. Rev. Stat. § 5-401 et seq.,15 A.A.C. 7,"Arizona Administrative Code, Title 15 (Revenue), Chapter 7 — Department of Revenue, Bingo Section (R15-7)",https://apps.azsos.gov/public_services/Title_15/15-07.pdf,verified,2026-05-23,https://apps.azsos.gov/public_services/Title_15/15-07.pdf;https://azdor.gov/business/bingo-arizona,"Charitable bingo is AAC Title 15 Ch. 7, Dept. of Revenue Bingo Section (R15-7-xxx). azsos.gov returns 403 to automated fetch (state WAF); the official azsos.gov PDF was confirmed via archived copy (HTTP 200) — embedded bookmarks read ""CHAPTER 7. DEPARTMENT OF REVENUE BINGO SECTION"" with sections R15-7-201 etc., confirming real bingo regulation content."
Arizona,DFS / fantasy sports,Arizona Department of Gaming,Ariz. Rev. Stat. § 5-1201 et seq.,19 A.A.C. 4 art. 2,"Arizona Administrative Code, Title 19, Chapter 4 (Department of Gaming), Article 2 — Fantasy Sports (R19-4-201 et seq.)",https://apps.azsos.gov/public_services/Title_19/19-04.pdf,verified,2026-05-23,https://apps.azsos.gov/public_services/Title_19/19-04.pdf;https://gaming.az.gov/sites/default/files/documents/files/FInal%20Fantasy%20Sports_v1_1.pdf,"Fantasy sports (DFS) rules are AAC Title 19 Ch. 4 Article 2 (R19-4-201 et seq.), AZ Dept. of Gaming. azsos.gov/az.gov return 403 to automated fetch (state WAF); the official azsos.gov Ch.4 PDF confirmed via archived copy (HTTP 200, valid PDF). The AZ Dept. of Gaming also hosts the Fantasy Sports rule text on gaming.az.gov. Mapping corroborated by multiple official sources."
Arkansas,Lottery,Arkansas Scholarship Lottery (Dept. of Finance & Admin.),Ark. Code Ann. § 23-115-101 et seq.,23 CAR Part 370 (and Part 369),"Code of Arkansas Rules, Title 23, Chapter IX — Office of the Arkansas Lottery (OAL): Arkansas Scholarship Lottery Operational Rules and Retailer Rules (e.g., Part 370)",https://codeofarrules.arkansas.gov/Rules/Rule?levelType=part&titleID=23&chapterID=200&subChapterID=246&partID=903&subPartID=null&sectionID=null,verified,2026-05-23,https://codeofarrules.arkansas.gov/Rules/Rule?levelType=part&titleID=23&chapterID=200&subChapterID=246&partID=903&subPartID=null&sectionID=null,"Official Code of Arkansas Rules (codeofarrules.arkansas.gov, effective 1/1/2025, updated weekly, Arkansas State Government). Lottery rules are Title 23 Chapter IX, administered by the Office of the Arkansas Lottery (OAL), incl. Part 370 (Retailer Rules) and operational rules; authority Ark. Code §§ 23-115-601 et seq., 23-115-207. Page verified HTTP 200 as the official version of the Code of Arkansas Rules."
Arkansas,Commercial casino,Arkansas Racing Commission,Ark. Const. amend. 100; Ark. Code Ann. § 23-117-101 et seq.,23 CAR Part 358,"Code of Arkansas Rules, Title 23 — Arkansas Racing Commission, Part 358 (Casino Gaming Rules)",https://codeofarrules.arkansas.gov/Rules/Rule?levelType=part&titleID=23&chapterID=238&subChapterID=295&partID=1258&subPartID=&sectionID=,verified,2026-05-23,https://codeofarrules.arkansas.gov/Rules/Rule?levelType=part&titleID=23&chapterID=238&subChapterID=295&partID=1258&subPartID=&sectionID=;https://www.dfa.arkansas.gov/wp-content/uploads/2025ArkansasCasinoGamingNewRules_1.pdf,"Casino Gaming Rules are Part 358 of the official Code of Arkansas Rules (Title 23, Arkansas Racing Commission), issued pursuant to Amendment 100; verified HTTP 200 as the official Code of Arkansas Rules. The DFA/Racing Commission also publishes the same rules as a PDF on dfa.arkansas.gov. Legacy AR Admin Code agency number 006.06."
Arkansas,Horse/parimutuel racing,Arkansas Racing Commission,Ark. Code Ann. § 23-110-101 et seq.,23 CAR Part 357,"Code of Arkansas Rules, Title 23 — Arkansas Racing Commission, Part 357 (Horse Racing rules)",https://codeofarrules.arkansas.gov/Rules/Rule?levelType=section&titleID=23&chapterID=238&subChapterID=295&partID=1415&subPartID=8558&sectionID=56140,verified,2026-05-23,https://codeofarrules.arkansas.gov/Rules/Rule?levelType=section&titleID=23&chapterID=238&subChapterID=295&partID=1415&subPartID=8558&sectionID=56140,"Horse racing rules are Part 357 (23 CAR § 357) of the official Code of Arkansas Rules, Arkansas Racing Commission, authority Ark. Code § 23-110-204; verified HTTP 200 (footer: ""© 2026 Arkansas State Government,"" official Code of Arkansas Rules). Legacy AR Admin Code agency number 006.06."
Arkansas,Sports betting,Arkansas Racing Commission,Ark. Const. amend. 100 § 4; Arkansas Casino Gaming Rules,23 CAR Part 358,"Code of Arkansas Rules, Title 23 — Arkansas Racing Commission, Part 358 (Casino Gaming Rules, incl. sports wagering / sports pools)",https://codeofarrules.arkansas.gov/Rules/Rule?levelType=part&titleID=23&chapterID=238&subChapterID=295&partID=1258&subPartID=&sectionID=,verified,2026-05-23,https://codeofarrules.arkansas.gov/Rules/Rule?levelType=part&titleID=23&chapterID=238&subChapterID=295&partID=1258&subPartID=&sectionID=;https://www.dfa.arkansas.gov/office/taxes/excise-tax-administration/miscellaneous-tax/arkansas-miscellaneous-tax-laws/casino-gaming-sports-wagering/,"In Arkansas, sports wagering is part of ""casino gaming"" under Amendment 100 and is governed by the same Casino Gaming Rules (Part 358). 23 CAR § 358-2001 defines ""Sports pool"" and ""Online sports pool"" (wagers accepted through a gaming system approved by the Arkansas Racing Commission). Verified HTTP 200 official Code of Arkansas Rules; DFA confirms casino licensees may accept sports wagers."
