jurisdiction,body_type,body_name,verticals_covered,address,phone,website,facebook,twitter_x,linkedin,youtube,other_social,leadership_title,leadership_name,leadership_email,general_email,source_urls,retrieval_date,notes
North Dakota,Tribal Gaming Commission,Standing Rock Sioux Tribe of North and South — Tribal Gaming Commission,Tribal Class II & III,"P.O. Box D, Fort Yates ND 58538",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,janet.alkire@standingrock.org,janet.alkire@standingrock.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
North Dakota,Tribal Gaming Commission,Three Affiliated Tribes of the Fort Berthold — Tribal Gaming Commission,Tribal Class II & III,"404 Frontage Rd., New Town ND 58763",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,chairmanfox@mhanation.com,chairmanfox@mhanation.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Northern Mariana Islands,Commonwealth Casino Commission,Commonwealth Casino Commission (CCC),Casino gaming on Saipan (Imperial Pacific International — currently closed; license dispute),,,https://www.cnmiccc.com/,,,,,,,,,,https://www.cnmiccc.com/,2026-05-22,GAPFILL: Created 2014 under PL 18-43 (Saipan-only casino). Status of license under dispute as of 2024.
Northern Mariana Islands,Territory Gaming Authority,CNMI Commonwealth Lottery Commission,Lottery; casino gaming (per EO 2025-002 transfer of authority from Commonwealth Casino Commission),not publicly available,not publicly available,https://governor.cnmi.gov/executive-orders/executive-order-2025-002-transfer-of-authority-of-commonwealth-casino-commission-to-commonwealth-lottery-commission/,,,,,,,not publicly available,not publicly available,not publicly available,https://governor.cnmi.gov/executive-orders/executive-order-2025-002-transfer-of-authority-of-commonwealth-casino-commission-to-commonwealth-lottery-commission/; https://cnmilaw.org/pdf/admincode/T70/T70-50.1.pdf; https://www.opacnmi.com/oockuvoa/2025/10/Commonwealth-Lottery-Commission-FY-2025-CCR.pdf,2026-05-22,EO 2025-002 (2025) transferred authority of the Commonwealth Casino Commission to the Commonwealth Lottery Commission. Order faced legal challenge per CCC chairman. Operating rules at NMIAC Title 70-50.1. FY2025 Compliance Compliance Report available from OPA CNMI. URL points to EO page; commission does not maintain a standalone agency site. Verified 2026-05-22.
Ohio,State Attorney General (enforcement),Ohio Attorney General — Charitable Law Section,Charitable gaming; charitable bingo; instant bingo; raffles; charitable trust enforcement,"30 E. Broad St., 25th Floor, Columbus, OH 43215",800-282-0515,https://charitable.ohioago.gov/About-the-Charitable-Law-Section,,,,,,Section Chief,Daniel W. Fausey,Daniel.Fausey@OhioAGO.gov,not publicly available,https://charitable.ohioago.gov/About-the-Charitable-Law-Section; https://www.ohioattorneygeneral.gov/about-ag/service-divisions/charitable-law,2026-05-22,"Section Chief Daniel W. Fausey; Assistant Section Chief Thaddius A. Townsend (Thaddius.Townsend@OhioAGO.gov, 614-466-3395). Charitable Gaming Unit Supervisor: Joseph E. Schmansky (Joseph.Schmansky@OhioAGO.gov, 614-629-8332). Per official site retrieved 2026-05-22. FILLS KNOWN OHIO GAP. Added 2026-05-22."
Ohio,State Gaming Commission,Ohio Casino Control Commission (OCCC),Casino gaming; sports gaming; fantasy contests; skill-based amusement machines,"100 East Broad Street, 20th Floor, Columbus, OH 43215",614-387-5858,https://casinocontrol.ohio.gov/,,,,,,,not publicly available,not publicly available,Info@casinocontrol.ohio.gov,https://casinocontrol.ohio.gov/,2026-05-22,Toll Free: 1-855-800-0058. Problem Gambling Helpline: 1-800-589-9966 (per official site retrieved 2026-05-22). FILLS KNOWN OHIO GAP. Added 2026-05-22.
Ohio,State Lottery,Ohio Lottery,Lottery,,,https://www.ohiolottery.com/,https://www.facebook.com/OhioLottery,http://twitter.com/ohlottery,,https://www.youtube.com/c/ohiolottery,instagram: https://instagram.com/ohlottery/,,,,,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.ohiolottery.com/home; https://www.ohiolottery.com/about; https://www.ohiolottery.com/home,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Ohio,State Racing Commission,Ohio State Racing Commission,Horse racing (Thoroughbred & Standardbred); pari-mutuel wagering,"77 South High Street, 18th Floor, Columbus, OH 43215-6108",614-466-2757,https://racing.ohio.gov/,,,,,,,not publicly available,not publicly available,not publicly available,https://racing.ohio.gov/,2026-05-22,"Oversees seven Ohio racetracks: Belterra Park, Dayton Raceway, Mahoning Valley Race Course, Miami Valley, Northfield Park, Scioto Downs, Thistledown (per official site retrieved 2026-05-22). FILLS KNOWN OHIO GAP. Added 2026-05-22."
Oklahoma,State Gaming Control Board / Commission,Oklahoma - Charity Gaming,"Multiple (casino, sports betting, tribal, fantasy)",,405-522-3484,https://www.ok.gov/able/,https://www.facebook.com/profile.php?id=61573350891513,https://x.com/oklahomaable,,,instagram: https://www.instagram.com/oklahomaable,,,,,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://oklahoma.gov/able-commission.html; https://www.ok.gov/about/Error_404.html; https://www.ok.gov/about/Error_404.html; https://oklahoma.gov/about.html; https://www.ok.gov/about/Error_404.html; https://www.ok.gov/about/Error_404.html; https://www.ok.gov/about/Error_404.html; https://oklahoma.gov/able-commission.html,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Oklahoma,State Lottery,Oklahoma Lottery Commission,Lottery,,405-522-7700,https://www.naspl.org/naspl-lottery-members/oklahoma-lottery-commission,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/oklahoma-lottery-commission; https://www.naspl.org/naspl-lottery-members/oklahoma-lottery-commission; https://www.naspl.org/naspl-lottery-members/oklahoma-lottery-commission; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Oklahoma,State Racing Commission,Oklahoma Horse Racing Commission,Horse/Greyhound Racing,"2800 N Lincoln Blvd., Suite 101, Oklahoma City, OK 73105",405-943-6472,https://oklahoma.gov/ohrc.html,http://www.facebook.com/okgov/,http://twitter.com/okgov/,,,,,,,,https://oklahoma.gov/ohrc.html; https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.ok.gov/about/Error_404.html; https://www.ok.gov/about/Error_404.html; https://oklahoma.gov/about.html; https://www.ok.gov/about/Error_404.html; https://www.ok.gov/about/Error_404.html; https://www.ok.gov/about/Error_404.html,2026-05-22,URL corrected 2026-05-22: prior legacy state URL was defunct. Replaced with current oklahoma.gov/ohrc.html. Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Oklahoma,Tribal Gaming Commission,"Absentee Shawnee Tribe of Indians of OK 2025 S. Gordon Cooper Dr., Shawnee OK 74801 — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,Governor@astribe.com,Governor@astribe.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,Apache Tribe of Oklahoma — Tribal Gaming Commission,Tribal Class II & III,"P.O. Box 1330, Anadarko OK 73005",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,durellcooper05@gmail.com,durellcooper05@gmail.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Cherokee Nation, Oklahoma — Tribal Gaming Commission",Tribal Class III 502.3 &,"P.O. Box 948, Tahlequah OK 74465",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,chuck-hoskins@cherokee.or,chuck-hoskins@cherokee.or,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Cheyenne and Arapaho Tribes, Oklahoma — Tribal Gaming Commission",Tribal Class II & III,"100 Red Moon Circle, Concho OK 73022",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,rwassana@c-a-tribes.org,rwassana@c-a-tribes.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Chickasaw Nation, Oklahoma — Tribal Gaming Commission",Tribal Class II & III,"P.O. Box 1548, Ada OK 74821",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,bill.anoatubby@chickasaw.net,bill.anoatubby@chickasaw.net,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Choctaw Nation of Oklahoma P.O. Drawer 1210, Durant OK 74702 — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,gbatton@choctawnation.com,gbatton@choctawnation.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Citizen Potawatomi Nation, Oklahoma 1601 S. Gordon Cooper Drive, Shawnee OK 74801 — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,rbarrett@potawatomi.org,rbarrett@potawatomi.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Comanche Nation, Oklahoma — Tribal Gaming Commission",Tribal Class II & III,"P.O. Box 908, Lawton OK 73502",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,forrest.tahdooahnippah@comanchenation.co,forrest.tahdooahnippah@comanchenation.co,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Delaware Nation, Oklahoma — Tribal Gaming Commission",Tribal Class II & III,"P.O. Box 825, Anadarko OK 73005",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,ddotson@delawarenation-nsn.gov,ddotson@delawarenation-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,Eastern Shawnee Tribe of Oklahoma 70500 E. — Tribal Gaming Commission,Tribal Class II & III,"128 Road Suite 1, Wyandotte OK 74370",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,gjwallace@estoo.net,gjwallace@estoo.net,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,Fort Sill Apache Tribe of Oklahoma — Tribal Gaming Commission,Tribal Class II,"43187 US Highway 281, Apache OK 73006",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,jennifer.heminokeky@fortsillapache-nsn.gov,jennifer.heminokeky@fortsillapache-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,Iowa Tribe of Oklahoma 335588 E. — Tribal Gaming Commission,Tribal Class II & III,"750 Road, Perkins OK 74059",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,jkeyes@iowanation.org,jkeyes@iowanation.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Kaw Nation, Oklahoma — Tribal Gaming Commission",Tribal Class II & III,"5640 LaCann Drive, Kaw City OK 74647",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,chair@kawnation.gov,chair@kawnation.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,Kickapoo Tribe of Oklahoma — Tribal Gaming Commission,Tribal Class II & III,"P.O. Box 70, McLoud OK 74851",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,darwin.kaskaske@okkt.net,darwin.kaskaske@okkt.net,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Oklahoma,Tribal Gaming Commission,"Kiowa Tribe of Oklahoma 100 W Kiowa Way, Carnegie OK 73015 — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,lspottedbird@kiowatribe.org,lspottedbird@kiowatribe.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
